SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2015 W Armitage Ave #4,Chicago,IL,60647,1200000,3,2.0,CHI - Logan Square,,,2015,1,,350,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2015-W-Armitage-Ave-60647/unit-4/home/77289550,MRED as Distributed by MLS Grid,11966014,N,Y,41.9175888,-87.6782422
MLS Listing,,Condo/Co-op,500 W Superior St #1004,Chicago,IL,60654,375000,2,2.0,Montgomery,,,1969,1,,840,Active,,,https://www.redfin.com/IL/Chicago/500-W-Superior-St-60654/unit-1004/home/18944816,MRED as Distributed by MLS Grid,11966750,N,Y,41.895951,-87.642196
MLS Listing,,Single Family Residential,4905 N California Ave,Chicago,IL,60625,1290000,5,3.5,CHI - Lincoln Square,3800,4199,,1,339,,Active,,,https://www.redfin.com/IL/Chicago/4905-N-California-Ave-60625/home/13491286,MRED as Distributed by MLS Grid,11961246,N,Y,41.9709692,-87.6984972
MLS Listing,,Condo/Co-op,2125 W Crystal St Unit 2E,Chicago,IL,60622,1250000,4,2.5,CHI - West Town,,,2024,1,,275,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2125-W-Crystal-St-60622/unit-2E/home/189505824,MRED as Distributed by MLS Grid,11966751,N,Y,41.9038131,-87.6808625
MLS Listing,,Condo/Co-op,4170 N Marine Dr Unit 7B,Chicago,IL,60613,360000,2,2.0,CHI - Uptown,1400,,1973,1,257,993,Active,,,https://www.redfin.com/IL/Chicago/4170-N-Marine-Dr-60613/unit-7B/home/13395401,MRED as Distributed by MLS Grid,11966753,N,Y,41.9576338,-87.647048
MLS Listing,,Condo/Co-op,2626 N Lakeview Ave Unit 4112-10,Chicago,IL,60614,675000,2,2.5,CHI - Lincoln Park,1775,,1969,1,380,1684,Active,,,https://www.redfin.com/IL/Chicago/2626-N-Lakeview-Ave-60614/unit-4112-10/home/189505760,MRED as Distributed by MLS Grid,11958406,N,Y,41.9303836,-87.639729
MLS Listing,,Single Family Residential,26 E 102nd St,Chicago,IL,60628,110000,3,1.0,CHI - Roseland,840,3123,1915,1,131,,Active,,,https://www.redfin.com/IL/Chicago/26-E-102nd-St-60628/home/13090489,MRED as Distributed by MLS Grid,11966329,N,Y,41.7092207,-87.6225088
MLS Listing,,Condo/Co-op,2223 W Wabansia Ave Unit 1W,Chicago,IL,60647,824900,4,3.0,CHI - West Town,2600,,2012,1,317,326,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2223-W-Wabansia-Ave-60647/unit-1W/home/40342291,MRED as Distributed by MLS Grid,11950640,N,Y,41.9124447,-87.6834993
MLS Listing,,Condo/Co-op,1938 W Belmont Ave #2,Chicago,IL,60657,599900,2,2.0,CHI - North Center,,,2024,1,,123,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/1938-W-Belmont-Ave-60657/unit-2/home/184864814,MRED as Distributed by MLS Grid,11966731,N,Y,41.93985,-87.677385
MLS Listing,,Condo/Co-op,4170 N Marine Dr Unit 5M,Chicago,IL,60613,174900,1,1.0,The Waterford,950,,1973,1,184,641,Active,,,https://www.redfin.com/IL/Chicago/4170-N-Marine-Dr-60613/unit-5M/home/189505657,MRED as Distributed by MLS Grid,11966042,N,Y,41.9576338,-87.647048
MLS Listing,,Condo/Co-op,4170 N Marine Dr Unit 5D,Chicago,IL,60613,179900,1,1.0,The Waterford,950,,1974,1,189,682,Active,,,https://www.redfin.com/IL/Chicago/4170-N-Marine-Dr-60613/unit-5D/home/13395706,MRED as Distributed by MLS Grid,11966344,N,Y,41.9576338,-87.647048
MLS Listing,,Multi-Family (2-4 Unit),3459 W Walnut St,Chicago,IL,60624,400000,6,3.0,CHI - East Garfield Park,,,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3459-W-Walnut-St-60624/home/13260671,MRED as Distributed by MLS Grid,11965950,N,Y,41.8852802,-87.7133898
MLS Listing,,Condo/Co-op,400 E Randolph St #3129,Chicago,IL,60601,539000,2,2.0,CHI - Loop,1250,,1963,1,431,1090,Active,,,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-3129/home/14094556,MRED as Distributed by MLS Grid,11960841,N,Y,41.885003,-87.6168638
MLS Listing,,Single Family Residential,2507 N New England Ave,Chicago,IL,60707,420000,6,3.0,CHI - Montclare,,3750,1925,1,,,Active,,,https://www.redfin.com/IL/Chicago/2507-N-New-England-Ave-60707/home/13433831,MRED as Distributed by MLS Grid,11964503,N,Y,41.9256723,-87.7974838
MLS Listing,,Condo/Co-op,2858 N Damen Ave #1,Chicago,IL,60618,599900,3,3.0,CHI - North Center,2200,,2000,1,273,142,Active,,,https://www.redfin.com/IL/Chicago/2858-N-Damen-Ave-60618/unit-1/home/12716222,MRED as Distributed by MLS Grid,11939979,N,Y,41.9339791,-87.6784733
MLS Listing,,Condo/Co-op,2628 N Halsted St Unit 4S,Chicago,IL,60614,899000,3,2.5,CHI - Lincoln Park,,,2013,1,,405,Active,January-27-2024 12:00 PM,January-27-2024 01:30 PM,https://www.redfin.com/IL/Chicago/2628-N-Halsted-St-60614/unit-4S/home/113044299,MRED as Distributed by MLS Grid,11965357,N,Y,41.9299739,-87.6491844
MLS Listing,,Condo/Co-op,2656 W Augusta Blvd #1,Chicago,IL,60622,549000,3,2.5,CHI - West Town,,,2018,1,,266,Active,January-27-2024 11:00 AM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/2656-W-Augusta-Blvd-60622/unit-1/home/144234552,MRED as Distributed by MLS Grid,11966357,N,Y,41.8994474,-87.6940834
MLS Listing,,Single Family Residential,4734 S Langley Ave,Chicago,IL,60615,539900,4,3.5,CHI - Grand Boulevard,2700,1984,1893,1,200,,Active,,,https://www.redfin.com/IL/Chicago/4734-S-Langley-Ave-60615/home/13952051,MRED as Distributed by MLS Grid,11966686,N,Y,41.8084555,-87.6092702
MLS Listing,,Condo/Co-op,161 E Chicago Ave Unit 52A,Chicago,IL,60611,1950000,3,2.5,Streeterville,2578,,1985,1,756,2314,Active,,,https://www.redfin.com/IL/Chicago/161-E-Chicago-Ave-60611/unit-52A/home/14098038,MRED as Distributed by MLS Grid,11960294,N,Y,41.8964162,-87.6233837
MLS Listing,,Single Family Residential,10427 S Avenue F,Chicago,IL,60617,299000,5,4.0,CHI - East Side,1900,1500,1924,1,157,,Active,,,https://www.redfin.com/IL/Chicago/10427-S-Avenue-F-60617/home/13039621,MRED as Distributed by MLS Grid,11966696,N,Y,41.7055192,-87.5301627
MLS Listing,,Condo/Co-op,1500 W Monroe St #401,Chicago,IL,60607,375000,2,2.0,CHI - Near West Side,1200,,,1,313,564,Active,,,https://www.redfin.com/IL/Chicago/1500-W-Monroe-St-60607/unit-401/home/12591919,MRED as Distributed by MLS Grid,11965511,N,Y,41.8805713,-87.6651645
MLS Listing,,Condo/Co-op,2023 W Erie St #1,Chicago,IL,60612,875000,3,2.5,CHI - West Town,2217,,2018,1,395,228,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2023-W-Erie-St-60612/unit-1/home/14105761,MRED as Distributed by MLS Grid,11965812,N,Y,41.8930324,-87.6779272
MLS Listing,,Multi-Family (2-4 Unit),3805 N Sacramento Ave,Chicago,IL,60618,649900,4,3.0,CHI - Irving Park,,3125,1922,1,,,Active,,,https://www.redfin.com/IL/Chicago/3805-N-Sacramento-Ave-60618/home/13453266,MRED as Distributed by MLS Grid,11966672,N,Y,41.9505364,-87.7027319
MLS Listing,,Single Family Residential,1216 W George St,Chicago,IL,60657,3199900,6,4.5,CHI - Lake View,5600,3075,2024,1,571,,Active,,,https://www.redfin.com/IL/Chicago/1216-W-George-St-60657/home/13364096,MRED as Distributed by MLS Grid,11960590,N,Y,41.9345661,-87.6596351
MLS Listing,,Condo/Co-op,40 E 9th St #514,Chicago,IL,60605,224900,1,1.0,CHI - Loop,530,,1920,1,424,525,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-514/home/12662425,MRED as Distributed by MLS Grid,11962640,N,Y,41.8707463,-87.6263403
MLS Listing,,Condo/Co-op,2311 N Commonwealth Ave Unit 2W,Chicago,IL,60614,395000,2,1.0,CHI - Lincoln Park,940,,1916,1,420,446,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/2311-N-Commonwealth-Ave-60614/unit-2W/home/13349354,MRED as Distributed by MLS Grid,11937085,N,Y,41.9242128,-87.6379383
MLS Listing,,Condo/Co-op,1238 N Bosworth Ave #102,Chicago,IL,60642,749999,3,2.5,CHI - West Town,,,2019,1,,435,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/1238-N-Bosworth-Ave-60642/unit-102/home/177648749,MRED as Distributed by MLS Grid,11966657,N,Y,41.904604,-87.66654
MLS Listing,,Condo/Co-op,4017 N Southport Ave #1,Chicago,IL,60613,290000,2,1.0,CHI - Lake View,,,,1,,332,Active,,,https://www.redfin.com/IL/Chicago/4017-N-Southport-Ave-60613/unit-1/home/12743319,MRED as Distributed by MLS Grid,11950127,N,Y,41.954918,-87.663868
MLS Listing,,Single Family Residential,2842 N 75th Ct,Elmwood Park,IL,60707,545900,5,3.0,Elmwood Park,2800,4125,1928,1,195,,Active,,,https://www.redfin.com/IL/Elmwood-Park/2842-N-75th-Ct-60707/home/13538279,MRED as Distributed by MLS Grid,11966581,N,Y,41.9322802,-87.8153835
MLS Listing,,Single Family Residential,4122 N Austin Ave,Chicago,IL,60634,415000,7,4.0,CHI - Portage Park,2157,,1923,1,192,,Active,January-27-2024 01:00 AM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/4122-N-Austin-Ave-60634/home/13473806,MRED as Distributed by MLS Grid,11966601,N,Y,41.9555595,-87.777198
MLS Listing,,Single Family Residential,5526 S Rutherford Ave,Chicago,IL,60638,439900,4,2.0,CHI - Garfield Ridge,3120,4250,2003,1,141,,Active,,,https://www.redfin.com/IL/Chicago/5526-S-Rutherford-Ave-60638/home/14000468,MRED as Distributed by MLS Grid,11966639,N,Y,41.791298,-87.7906125
MLS Listing,,Multi-Family (2-4 Unit),4316 W Adams St,Chicago,IL,60624,699900,14,4.0,CHI - West Garfield Park,,6250,,1,,,Active,,,https://www.redfin.com/IL/Chicago/4316-W-Adams-St-60624/home/13255451,MRED as Distributed by MLS Grid,11966455,N,Y,41.8780526,-87.7336533
MLS Listing,,Multi-Family (2-4 Unit),6833 S Merrill Ave,Chicago,IL,60649,699900,9,6.0,CHI - South Shore,,3125,1913,1,,,Active,,,https://www.redfin.com/IL/Chicago/6833-S-Merrill-Ave-60649/home/188752947,MRED as Distributed by MLS Grid,11966634,N,Y,41.7707127,-87.5724293
MLS Listing,,Single Family Residential,6124 W 64th Pl,Chicago,IL,60638,312901,3,2.0,CHI - Clearing,1228,3750,1962,1,255,,Active,,,https://www.redfin.com/IL/Chicago/6124-W-64th-Pl-60638/home/13996289,MRED as Distributed by MLS Grid,11966618,N,Y,41.7752853,-87.7748923
MLS Listing,,Condo/Co-op,70 W Huron St #2203,Chicago,IL,60654,294000,1,1.0,CHI - Near North Side,950,,1985,1,309,756,Active,,,https://www.redfin.com/IL/Chicago/70-W-Huron-St-60654/unit-2203/home/14101291,MRED as Distributed by MLS Grid,11962332,N,Y,41.8953693,-87.6309007
MLS Listing,,Single Family Residential,2238 N Mulligan Ave,Chicago,IL,60639,474900,5,3.0,CHI - Belmont Cragin,1240,3125,1929,1,383,,Active,,,https://www.redfin.com/IL/Chicago/2238-N-Mulligan-Ave-60639/home/13428978,MRED as Distributed by MLS Grid,11966615,N,Y,41.9214769,-87.7844591
MLS Listing,,Single Family Residential,7929 S Ingleside Ave,Chicago,IL,60619,269900,4,2.0,CHI - Chatham,1100,4164,1913,1,245,,Active,,,https://www.redfin.com/IL/Chicago/7929-S-Ingleside-Ave-60619/home/13223940,MRED as Distributed by MLS Grid,11966619,N,Y,41.7503822,-87.6012594
MLS Listing,,Single Family Residential,10152 S Winston Ave,Chicago,IL,60643,230000,4,3.0,CHI - Washington Heights,2822,,1920,1,82,,Active,,,https://www.redfin.com/IL/Chicago/10152-S-Winston-Ave-60643/home/13094949,MRED as Distributed by MLS Grid,11966301,N,Y,41.7099117,-87.6560675
MLS Listing,,Single Family Residential,932 E 50th St,Chicago,IL,60615,749900,7,5.5,CHI - Kenwood,5000,19166,1880,1,150,,Active,,,https://www.redfin.com/IL/Chicago/932-E-50th-St-60615/home/13950017,MRED as Distributed by MLS Grid,11966594,N,Y,41.80446,-87.602504
MLS Listing,,Single Family Residential,2442 W 107th St,Chicago,IL,60655,175000,2,1.0,CHI - Beverly,1118,3746,1943,1,157,,Active,,,https://www.redfin.com/IL/Chicago/2442-W-107th-St-60655/home/13156703,MRED as Distributed by MLS Grid,11965019,N,Y,41.6992824,-87.683172
MLS Listing,,Single Family Residential,10340 S Union Ave,Chicago,IL,60628,125000,3,1.5,CHI - Roseland,800,6250,1923,1,156,,Active,,,https://www.redfin.com/IL/Chicago/10340-S-Union-Ave-60628/home/13078522,MRED as Distributed by MLS Grid,11966469,N,Y,41.7057322,-87.6406348
MLS Listing,,Multi-Family (2-4 Unit),4110 S Western Ave,Chicago,IL,60609,300000,5,2.0,CHI - Brighton Park,,2613,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/4110-S-Western-Ave-60609/home/14036603,MRED as Distributed by MLS Grid,11960997,N,Y,41.8189064,-87.6850514
MLS Listing,,Condo/Co-op,758 N Larrabee St #731,Chicago,IL,60654,265000,1,1.0,One River Place,800,,1929,1,331,460,Active,,,https://www.redfin.com/IL/Chicago/758-N-Larrabee-St-60654/unit-731/home/12705364,MRED as Distributed by MLS Grid,11966508,N,Y,41.895943,-87.6436993
MLS Listing,,Condo/Co-op,100 E 14th St #1201,Chicago,IL,60605,670000,3,2.0,1400 Museum Park,1667,,2007,1,402,1032,Active,January-28-2024 11:00 AM,January-28-2024 01:00 PM,https://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-1201/home/39569781,MRED as Distributed by MLS Grid,11960034,N,Y,41.8642505,-87.6236871
MLS Listing,,Condo/Co-op,60 E Monroe St #2808,Chicago,IL,60603,594888,2,2.0,CHI - Loop,1342,,2009,1,443,1062,Active,January-28-2024 01:00 PM,January-28-2024 02:30 PM,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-2808/home/45511750,MRED as Distributed by MLS Grid,11966143,N,Y,41.8809978,-87.6256565
MLS Listing,,Condo/Co-op,1942 N Sedgwick St #1,Chicago,IL,60614,2195000,4,3.5,CHI - Lincoln Park,3300,,2016,1,665,237,Active,,,https://www.redfin.com/IL/Chicago/1942-N-Sedgwick-St-60614/unit-1/home/167585838,MRED as Distributed by MLS Grid,11902179,N,Y,41.9177445,-87.6389978
MLS Listing,,Single Family Residential,10906 S Eggleston Ave,Chicago,IL,60628,175000,4,2.0,CHI - Roseland,2026,3689,1930,1,86,,Active,,,https://www.redfin.com/IL/Chicago/10906-S-Eggleston-Ave-60628/home/13076660,MRED as Distributed by MLS Grid,11963672,N,Y,41.6958096,-87.6343491
MLS Listing,,Single Family Residential,2513 W Warren Blvd,Chicago,IL,60612,529900,5,2.0,CHI - Near West Side,1799,,1884,1,295,,Active,,,https://www.redfin.com/IL/Chicago/2513-W-Warren-Blvd-60612/home/13260066,MRED as Distributed by MLS Grid,11945100,N,Y,41.8818727,-87.689111
MLS Listing,,Single Family Residential,3216 W Walnut St,Chicago,IL,60624,600000,5,3.0,CHI - East Garfield Park,2950,4250,1885,1,203,,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/3216-W-Walnut-St-60624/home/13261438,MRED as Distributed by MLS Grid,11949296,N,Y,41.8856069,-87.7070154
MLS Listing,,Single Family Residential,2104 W 71st Pl,Chicago,IL,60636,177000,5,2.0,CHI - West Englewood,1083,6250,1954,1,163,,Active,,,https://www.redfin.com/IL/Chicago/2104-W-71st-Pl-60636/home/13912211,MRED as Distributed by MLS Grid,11966418,N,Y,41.764085,-87.6762586
MLS Listing,,Multi-Family (2-4 Unit),423 S Homan Ave,Chicago,IL,60624,559900,10,5.0,CHI - East Garfield Park,,,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/423-S-Homan-Ave-60624/home/13257518,MRED as Distributed by MLS Grid,11966525,N,Y,41.8747389,-87.7105494
MLS Listing,,Single Family Residential,7927 S Sangamon St,Chicago,IL,60620,294500,6,2.5,CHI - Auburn Gresham,1872,4090,1913,1,157,,Active,,,https://www.redfin.com/IL/Chicago/7927-S-Sangamon-St-60620/home/13906172,MRED as Distributed by MLS Grid,11966537,N,Y,41.7497251,-87.6474188
MLS Listing,,Condo/Co-op,2044 W Haddon Ave #3,Chicago,IL,60622,415000,2,2.0,CHI - West Town,,,1912,1,,210,Active,,,https://www.redfin.com/IL/Chicago/2044-W-Haddon-Ave-60622/unit-3/home/12741308,MRED as Distributed by MLS Grid,11966516,N,Y,41.9024143,-87.678974
MLS Listing,,Condo/Co-op,211 E Ohio St #1114,Chicago,IL,60611,210000,1,1.0,CHI - Near North Side,750,,1984,1,280,628,Active,,,https://www.redfin.com/IL/Chicago/211-E-Ohio-St-60611/unit-1114/home/12765397,MRED as Distributed by MLS Grid,11966534,N,Y,41.8923975,-87.6216907
MLS Listing,,Multi-Family (2-4 Unit),2830 S Saint Louis Ave,Chicago,IL,60623,269999,6,3.0,CHI - South Lawndale,,3125,1904,1,,,Active,,,https://www.redfin.com/IL/Chicago/2830-S-Saint-Louis-Ave-60623/home/14148102,MRED as Distributed by MLS Grid,11966047,N,Y,41.8397997,-87.7125177
MLS Listing,,Condo/Co-op,600 W Patterson Ave #2,Chicago,IL,60613,239000,1,1.0,CHI - Lake View,,,,1,,468,Active,,,https://www.redfin.com/IL/Chicago/600-W-Patterson-Ave-60613/unit-2/home/183910124,MRED as Distributed by MLS Grid,11961863,N,Y,41.9490267,-87.6465328
MLS Listing,,Multi-Family (2-4 Unit),8127 S Escanaba Ave,Chicago,IL,60617,284700,4,2.0,CHI - South Chicago,,,1895,1,,,Active,,,https://www.redfin.com/IL/Chicago/8127-S-Escanaba-Ave-60617/home/13213439,MRED as Distributed by MLS Grid,11966519,N,Y,41.7474719,-87.5537733
MLS Listing,,Condo/Co-op,345 N La Salle St #3006,Chicago,IL,60654,485000,2,2.0,CHI - Near North Side,1150,,2002,1,422,759,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/345-N-La-Salle-Dr-60654/unit-3006/home/12696027,MRED as Distributed by MLS Grid,11966241,N,Y,41.8888753,-87.6318248
MLS Listing,,Single Family Residential,10841 S Vernon Ave,Chicago,IL,60628,134900,3,2.0,CHI - Roseland,1201,,1951,1,112,,Active,,,https://www.redfin.com/IL/Chicago/10841-S-Vernon-Ave-60628/home/13081371,MRED as Distributed by MLS Grid,11966422,N,Y,41.6969783,-87.6120374
MLS Listing,,Single Family Residential,4725 W Berenice Ave,Chicago,IL,60641,315000,4,2.0,CHI - Portage Park,1600,3125,1914,1,197,,Active,,,https://www.redfin.com/IL/Chicago/4725-W-Berenice-Ave-60641/home/13459779,MRED as Distributed by MLS Grid,11965618,N,Y,41.9504817,-87.7457034
MLS Listing,,Single Family Residential,1642 N Keeler Ave,Chicago,IL,60639,649000,4,3.0,CHI - Humboldt Park,,3125,2023,1,,,Active,,,https://www.redfin.com/IL/Chicago/1642-N-Keeler-Ave-60639/home/40384072,MRED as Distributed by MLS Grid,11966483,N,Y,41.9111344,-87.7315559
MLS Listing,,Single Family Residential,4513 N Ashland Ave,Chicago,IL,60640,899000,7,3.5,CHI - Uptown,,7762,1891,1,,,Active,,,https://www.redfin.com/IL/Chicago/4513-N-Ashland-Ave-60640/home/182854329,MRED as Distributed by MLS Grid,11950246,N,Y,41.9638724,-87.6689588
MLS Listing,,Condo/Co-op,2900 N Central Park Ave Unit G,Chicago,IL,60618,289000,3,2.0,CHI - Avondale,1000,,1906,1,289,310,Active,,,https://www.redfin.com/IL/Chicago/2900-N-Central-Park-Ave-60618/unit-G/home/26806338,MRED as Distributed by MLS Grid,11966475,N,Y,41.9338447,-87.7175483
MLS Listing,,Condo/Co-op,722 W 17th Pl Unit 2W,Chicago,IL,60616,469000,3,2.0,CHI - Lower West Side,1500,,2018,1,313,240,Active,,,https://www.redfin.com/IL/Chicago/722-W-17th-Pl-60616/unit-2W/home/144831094,MRED as Distributed by MLS Grid,11955584,N,Y,41.8585069,-87.6458061
MLS Listing,,Single Family Residential,2859 N Wolcott Ave,Chicago,IL,60657,899900,4,3.0,Landmark Village,2400,2265,1996,1,375,127,Active,January-27-2024 01:00 PM,January-27-2024 02:30 PM,https://www.redfin.com/IL/Chicago/2859-N-Wolcott-Ave-60657/home/13358204,MRED as Distributed by MLS Grid,11943315,N,Y,41.9339978,-87.6741994
MLS Listing,,Condo/Co-op,1524 N Mohawk St #2,Chicago,IL,60610,749000,2,2.0,CHI - Near North Side,1400,,2023,1,535,170,Active,,,https://www.redfin.com/IL/Chicago/1524-N-Mohawk-St-60610/unit-2/home/185380254,MRED as Distributed by MLS Grid,11966468,N,Y,41.9099664,-87.6424914
MLS Listing,,Condo/Co-op,1000 W Washington Blvd #147,Chicago,IL,60607,1399000,3,2.5,CHI - Near West Side,3175,,1882,1,441,1442,Active,January-27-2024 12:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/1000-W-Washington-Blvd-60607/unit-147/home/12789569,MRED as Distributed by MLS Grid,11966331,N,Y,41.883627,-87.652422
MLS Listing,,Condo/Co-op,514 N Leavitt St #303,Chicago,IL,60612,609000,3,2.0,CHI - West Town,,,2023,1,,189,Active,,,https://www.redfin.com/IL/Chicago/514-N-Leavitt-St-60612/unit-303/home/189500444,MRED as Distributed by MLS Grid,11966457,N,Y,41.8913274,-87.6819648
MLS Listing,,Single Family Residential,8740 California Ave S,Evergreen Park,IL,60805,383000,5,2.0,Evergreen Park,2000,5000,1950,1,192,,Active,,,https://www.redfin.com/IL/Evergreen-Park/8740-S-California-Ave-60805/home/183682971,MRED as Distributed by MLS Grid,11961735,N,Y,41.7340102,-87.6926492
MLS Listing,,Condo/Co-op,2210 W Huron St Unit 3E,Chicago,IL,60612,615000,3,3.0,CHI - West Town,,,2000,1,,230,Active,,,https://www.redfin.com/IL/Chicago/2210-W-Huron-St-60612/unit-3E/home/12650092,MRED as Distributed by MLS Grid,11966450,N,Y,41.8942723,-87.6824965
MLS Listing,,Parking,400 N Clinton St Unit P28,Chicago,IL,60654,25000,,,CHI - West Town,,136,2000,1,,63,Active,,,https://www.redfin.com/IL/Chicago/400-N-Clinton-St-60654/unit-P28/home/12766303,MRED as Distributed by MLS Grid,11966447,N,Y,41.8893482,-87.6407545
MLS Listing,,Condo/Co-op,756 W California Ter #3,Chicago,IL,60657,329000,2,1.0,CHI - Lake View,926,,,1,355,391,Active,January-27-2024 10:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/756-W-California-Ter-60657/unit-3/home/13373931,MRED as Distributed by MLS Grid,11966205,N,Y,41.9387261,-87.6485597
MLS Listing,,Multi-Family (2-4 Unit),37 N Waller Ave,Chicago,IL,60644,197500,5,2.0,CHI - Austin,,6098,1900,1,,,Active,,,https://www.redfin.com/IL/Chicago/37-N-Waller-Ave-60644/home/13265905,MRED as Distributed by MLS Grid,11966403,N,Y,41.8813836,-87.7678464
MLS Listing,,Single Family Residential,1735 N Honore St,Chicago,IL,60622,4250000,6,6.5,CHI - West Town,8000,5808,2009,1,531,,Active,,,https://www.redfin.com/IL/Chicago/1735-N-Honore-St-60622/home/13355073,MRED as Distributed by MLS Grid,11874224,N,Y,41.9134654,-87.6735815
MLS Listing,,Condo/Co-op,4945 N Harlem Ave #2,Chicago,IL,60656,159900,1,1.0,CHI - Norwood Park,803,,1978,1,199,293,Active,,,https://www.redfin.com/IL/Chicago/4945-N-Harlem-Ave-60656/unit-2/home/12597357,MRED as Distributed by MLS Grid,11964635,N,Y,41.9715535,-87.8068004
MLS Listing,,Multi-Family (2-4 Unit),4908 W Adams St,Chicago,IL,60644,389900,6,3.0,CHI - Austin,,3125,1922,1,,,Active,,,https://www.redfin.com/IL/Chicago/4908-W-Adams-St-60644/home/183951702,MRED as Distributed by MLS Grid,11966393,N,Y,41.8787581,-87.7477723
MLS Listing,,Condo/Co-op,55 E Erie St #3301,Chicago,IL,60611,779500,2,2.0,CHI - Near North Side,1588,,2004,1,491,1069,Active,,,https://www.redfin.com/IL/Chicago/55-E-Erie-St-60611/unit-3301/home/12679712,MRED as Distributed by MLS Grid,11964360,N,Y,41.8943521,-87.6262824
MLS Listing,,Multi-Family (2-4 Unit),1029 W Wolfram St,Chicago,IL,60657,1099000,10,4.0,CHI - Lake View,,3125,,1,,,Active,,,https://www.redfin.com/IL/Chicago/1029-W-Wolfram-St-60657/home/13362329,MRED as Distributed by MLS Grid,11966167,N,Y,41.9333093,-87.6550485
MLS Listing,,Townhouse,813 N Racine Ave Unit 1N,Chicago,IL,60642,455000,3,2.0,CHI - West Town,1900,,,1,239,403,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/813-N-Racine-Ave-60642/unit-1N/home/79154097,MRED as Distributed by MLS Grid,11961780,N,Y,41.8967195,-87.6574027
MLS Listing,,Condo/Co-op,366 W Superior St #1001,Chicago,IL,60654,3499724,6,5.5,CHI - Near North Side,4500,,2020,1,778,2684,Active,,,https://www.redfin.com/IL/Chicago/366-W-Superior-St-60654/unit-1001/home/144289118,MRED as Distributed by MLS Grid,11966242,N,Y,41.895818,-87.6383393
MLS Listing,,Condo/Co-op,2024 W Irving Park Rd #402,Chicago,IL,60618,880000,3,2.5,CHI - North Center,,,2024,1,,,Active,,,https://www.redfin.com/IL/Chicago/2024-W-Irving-Park-Rd-60618/unit-402/home/187830729,MRED as Distributed by MLS Grid,11966370,N,Y,41.9544304,-87.6798188
MLS Listing,,Condo/Co-op,2024 W Irving Park Rd #203,Chicago,IL,60618,730000,3,2.5,CHI - North Center,,,2024,1,,,Active,,,https://www.redfin.com/IL/Chicago/2024-W-Irving-Park-Rd-60618/unit-203/home/187830739,MRED as Distributed by MLS Grid,11966360,N,Y,41.9544304,-87.6798188
MLS Listing,,Multi-Family (2-4 Unit),7115 S Michigan Ave,Chicago,IL,60619,399000,7,3.0,CHI - Greater Grand Crossing,,,1909,1,,,Active,,,https://www.redfin.com/IL/Chicago/7115-S-Michigan-Ave-60619/home/13920433,MRED as Distributed by MLS Grid,11966276,N,Y,41.7651206,-87.6213182
MLS Listing,,Condo/Co-op,1440 N Lake Shore Dr Unit 17H,Chicago,IL,60610,555000,3,2.5,CHI - Near North Side,1800,,1965,1,308,1886,Active,,,https://www.redfin.com/IL/Chicago/1440-N-Lake-Shore-Dr-60610/unit-17H/home/14126219,MRED as Distributed by MLS Grid,11923773,N,Y,41.9089622,-87.6266981
