SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1155 N Dearborn St #801,Chicago,IL,60610,1100000,3,2.5,Elm Tower,2632,,2003,1,418,2289,Active,,,https://www.redfin.com/IL/Chicago/1155-N-Dearborn-St-60610/unit-801/home/12704856,MRED as Distributed by MLS Grid,11963946,N,Y,41.9034624,-87.6296443
MLS Listing,,Condo/Co-op,340 W Superior St #802,Chicago,IL,60654,390000,1,1.0,CHI - Near North Side,,,2001,1,,712,Active,,,https://www.redfin.com/IL/Chicago/340-W-Superior-St-60654/unit-802/home/12680970,MRED as Distributed by MLS Grid,11965291,N,Y,41.8957828,-87.6377203
MLS Listing,,Single Family Residential,1910 W Cortland St,Chicago,IL,60622,1699000,5,4.5,CHI - Logan Square,4250,3024,2003,1,400,,Active,January-27-2024 01:30 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/1910-W-Cortland-St-60622/home/12716628,MRED as Distributed by MLS Grid,11937060,N,Y,41.9161807,-87.6756615
MLS Listing,,Single Family Residential,12330 S Sangamon St,Calumet Park,IL,60827,189000,3,2.0,Calumet Park,1087,5000,1946,1,174,,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Calumet-Park/12330-S-Sangamon-St-60827/home/13051034,MRED as Distributed by MLS Grid,11965340,N,Y,41.6693007,-87.6455542
MLS Listing,,Condo/Co-op,415 E North Water St #604,Chicago,IL,60611,2595000,3,3.5,CHI - Near North Side,3400,,2004,1,763,1963,Active,,,https://www.redfin.com/IL/Chicago/415-E-North-Water-St-60611/unit-604/home/12569767,MRED as Distributed by MLS Grid,11950658,N,Y,41.8893735,-87.6168504
MLS Listing,,Multi-Family (2-4 Unit),552 E 46th Pl,Chicago,IL,60653,999999,6,6.0,Bronzeville,,3250,2020,1,,,Active,,,https://www.redfin.com/IL/Chicago/552-E-46th-Pl-60653/home/188201199,MRED as Distributed by MLS Grid,11966318,N,Y,41.8104091,-87.612158
MLS Listing,,Condo/Co-op,2518 N Willetts Ct Unit 2S,Chicago,IL,60647,499900,2,2.5,CHI - Logan Square,,,2006,1,,390,Active,January-28-2024 12:30 PM,January-28-2024 02:00 PM,https://www.redfin.com/IL/Chicago/2518-N-Willetts-Ct-60647/unit-2S/home/18922366,MRED as Distributed by MLS Grid,11962496,N,Y,41.9274091,-87.7033291
MLS Listing,,Condo/Co-op,850 N Dewitt Pl Unit 4G,Chicago,IL,60611,184000,1,1.0,CHI - Near North Side,,,1957,1,,724,Active,,,https://www.redfin.com/IL/Chicago/850-N-Dewitt-Pl-60611/unit-4G/home/14116759,MRED as Distributed by MLS Grid,11965064,N,Y,41.8982232,-87.620759
MLS Listing,,Townhouse,20 E 91st St,Chicago,IL,60619,49900,2,1.0,CHI - Chatham,1800,7000,,1,28,,Active,,,https://www.redfin.com/IL/Chicago/20-E-91st-St-60619/home/13111892,MRED as Distributed by MLS Grid,11966309,N,Y,41.7295661,-87.6231269
MLS Listing,,Single Family Residential,5647 S Ashland Ave,Chicago,IL,60636,57900,3,1.0,CHI - West Englewood,1100,3125,1885,1,53,,Active,,,https://www.redfin.com/IL/Chicago/5647-S-Ashland-Ave-60636/home/189499446,MRED as Distributed by MLS Grid,11966278,N,Y,41.790871,-87.6642325
MLS Listing,,Single Family Residential,732 E 105th Pl,Chicago,IL,60628,129900,2,1.0,CHI - Pullman,864,3125,1944,1,150,,Active,,,https://www.redfin.com/IL/Chicago/732-E-105th-Pl-60628/home/13079941,MRED as Distributed by MLS Grid,11966277,N,Y,41.7030722,-87.604924
MLS Listing,,Condo/Co-op,10 E Ontario St #1705,Chicago,IL,60611,285000,1,1.0,CHI - Near North Side,995,,1983,1,286,677,Active,,,https://www.redfin.com/IL/Chicago/10-E-Ontario-St-60611/unit-1705/home/22672053,MRED as Distributed by MLS Grid,11965761,N,Y,41.8934976,-87.6277186
MLS Listing,,Single Family Residential,10846 S Normal Ave,Chicago,IL,60628,259000,5,3.0,CHI - Roseland,2736,4268,1928,1,95,,Active,,,https://www.redfin.com/IL/Chicago/10846-S-Normal-Ave-60628/home/13076929,MRED as Distributed by MLS Grid,11966218,N,Y,41.6965269,-87.6355848
MLS Listing,,Multi-Family (2-4 Unit),2229 W Augusta Blvd,Chicago,IL,60622,1400000,6,6.0,CHI - West Town,,3920,1912,1,,,Active,,,https://www.redfin.com/IL/Chicago/2229-W-Augusta-Blvd-60622/home/14107253,MRED as Distributed by MLS Grid,11956744,N,Y,41.8992503,-87.6832239
MLS Listing,,Condo/Co-op,222 N Columbus Dr #409,Chicago,IL,60601,389000,2,2.0,Park Millennium Condos,1225,,2002,1,318,1122,Active,January-28-2024 11:00 AM,January-28-2024 12:30 PM,https://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-409/home/12607498,MRED as Distributed by MLS Grid,11964341,N,Y,41.8866273,-87.6209887
MLS Listing,,Condo/Co-op,3326 N Clifton Ave #1,Chicago,IL,60657,1139000,4,3.5,CHI - Lake View,2400,,2023,1,475,339,Active,,,https://www.redfin.com/IL/Chicago/3326-N-Clifton-Ave-60657/unit-1/home/186232602,MRED as Distributed by MLS Grid,11966239,N,Y,41.9425181,-87.658096
MLS Listing,,Single Family Residential,5121 N Lowell Ave,Chicago,IL,60630,460000,5,3.0,Albany on River Park,,3750,1922,1,,,Active,,,https://www.redfin.com/IL/Chicago/5121-N-Lowell-Ave-60630/home/13495904,MRED as Distributed by MLS Grid,11966237,N,Y,41.9743261,-87.736564
MLS Listing,,Single Family Residential,4922 N Austin Ave,Chicago,IL,60630,250000,2,1.0,CHI - Jefferson Park,720,3690,1938,1,347,,Active,,,https://www.redfin.com/IL/Chicago/4922-N-Austin-Ave-60630/home/13501522,MRED as Distributed by MLS Grid,11953575,N,Y,41.9710314,-87.7785431
MLS Listing,,Vacant Land,3946 W Dickens Ave,Chicago,IL,60647,249900,,,CHI - Logan Square,,3049,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3946-W-Dickens-Ave-60647/home/13420426,MRED as Distributed by MLS Grid,11960123,N,Y,41.9194062,-87.7260302
MLS Listing,,Single Family Residential,4415 S Michigan Ave,Chicago,IL,60653,799000,6,5.0,CHI - Grand Boulevard,6553,4830,1894,1,122,,Active,,,https://www.redfin.com/IL/Chicago/4415-S-Michigan-Ave-60653/home/13961109,MRED as Distributed by MLS Grid,11954707,N,Y,41.814234,-87.6225622
MLS Listing,,Condo/Co-op,3749 S Michigan Ave #3,Chicago,IL,60653,309500,3,2.0,CHI - Douglas,1600,,2004,1,193,110,Active,,,https://www.redfin.com/IL/Chicago/3749-S-Michigan-Ave-60653/unit-3/home/18913435,MRED as Distributed by MLS Grid,11965560,N,Y,41.8260328,-87.6227259
MLS Listing,,Multi-Family (2-4 Unit),3071 N Avers Ave,Chicago,IL,60618,625000,7,3.0,CHI - Avondale,,,1901,1,,,Active,,,https://www.redfin.com/IL/Chicago/3071-N-Avers-Ave-60618/home/13448466,MRED as Distributed by MLS Grid,11965495,N,Y,41.9368145,-87.7215523
MLS Listing,,Condo/Co-op,125 S Jefferson St #1510,Chicago,IL,60661,286000,1,1.0,CHI - Near West Side,842,,2003,1,340,483,Active,,,https://www.redfin.com/IL/Chicago/125-S-Jefferson-St-60661/unit-1510/home/12667815,MRED as Distributed by MLS Grid,11952112,N,Y,41.879941,-87.6421575
MLS Listing,,Condo/Co-op,5200 S Ellis Ave #208,Chicago,IL,60615,134900,1,1.0,Renaissance Place,700,,1976,1,193,670,Active,,,https://www.redfin.com/IL/Chicago/5200-S-Ellis-Ave-60615/unit-208/home/12724885,MRED as Distributed by MLS Grid,11966183,N,Y,41.8004111,-87.6014403
MLS Listing,,Single Family Residential,4889 N Hermitage Ave,Chicago,IL,60640,1400000,4,4.5,CHI - Uptown,,5497,1876,1,,,Active,,,https://www.redfin.com/IL/Chicago/4889-N-Hermitage-Ave-60640/home/13402700,MRED as Distributed by MLS Grid,11963235,N,Y,41.9713946,-87.6723251
MLS Listing,,Condo/Co-op,501 N Clinton St #1206,Chicago,IL,60654,519000,2,2.0,Kinzie Park Tower,1400,,2000,1,371,1086,Active,,,https://www.redfin.com/IL/Chicago/501-N-Clinton-St-60654/unit-1206/home/12640315,MRED as Distributed by MLS Grid,11958699,N,Y,41.8909895,-87.6422702
MLS Listing,,Multi-Family (2-4 Unit),1113 N Lawler Ave,Chicago,IL,60651,306000,6,3.0,CHI - Austin,,,1922,1,,,Active,,,https://www.redfin.com/IL/Chicago/1113-N-Lawler-Ave-60651/home/189498603,MRED as Distributed by MLS Grid,11959536,N,Y,41.9009537,-87.7517673
MLS Listing,,Condo/Co-op,4250 N Marine Dr #2904,Chicago,IL,60613,110000,0,1.0,CHI - Uptown,645,,1962,1,171,465,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/unit-2904/home/13396922,MRED as Distributed by MLS Grid,11963987,N,Y,41.9598845,-87.647122
MLS Listing,,Condo/Co-op,33 E Cedar St Unit 10B,Chicago,IL,60611,195000,1,1.0,CHI - Near North Side,,,1958,1,,948,Active,,,https://www.redfin.com/IL/Chicago/33-E-Cedar-St-60611/unit-10B/home/14121384,MRED as Distributed by MLS Grid,11966124,N,Y,41.9022307,-87.6271603
MLS Listing,,Condo/Co-op,1958 W Foster Ave Unit 3W,Chicago,IL,60640,420000,2,2.0,CHI - Lincoln Square,1287,,,1,326,216,Active,,,https://www.redfin.com/IL/Chicago/1958-W-Foster-Ave-60640/unit-3W/home/18924878,MRED as Distributed by MLS Grid,11962544,N,Y,41.9762502,-87.6787627
MLS Listing,,Condo/Co-op,442 W Wellington Ave Unit 3E,Chicago,IL,60657,825000,3,3.5,CHI - Lake View,3800,,1924,1,217,3965,Active,,,https://www.redfin.com/IL/Chicago/442-W-Wellington-Ave-60657/unit-3E/home/177289339,MRED as Distributed by MLS Grid,11965888,N,Y,41.93692,-87.6411911
MLS Listing,,Condo/Co-op,303 W Ohio St #2808,Chicago,IL,60654,310000,1,1.0,CHI - Near North Side,783,,2009,1,396,623,Active,,,https://www.redfin.com/IL/Chicago/303-W-Ohio-St-60654/unit-2808/home/25667928,MRED as Distributed by MLS Grid,11966144,N,Y,41.8922871,-87.6358483
MLS Listing,,Condo/Co-op,700 N Larrabee St #1311,Chicago,IL,60654,499000,2,2.0,CHI - Near North Side,1200,,2006,1,416,833,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/700-N-Larrabee-St-60654/unit-1311/home/23035605,MRED as Distributed by MLS Grid,11966116,N,Y,41.8947154,-87.6433384
MLS Listing,,Condo/Co-op,474 N Lake Shore Dr #5702,Chicago,IL,60611,465000,2,2.0,CHI - Near North Side,1257,,1991,1,370,1309,Active,,,https://www.redfin.com/IL/Chicago/474-N-Lake-Shore-Dr-60611/unit-5702/home/12588747,MRED as Distributed by MLS Grid,11965350,N,Y,41.8908367,-87.6145904
MLS Listing,,Condo/Co-op,474 N Lake Shore Dr #3010,Chicago,IL,60611,299000,1,1.0,CHI - Near North Side,740,,1991,1,404,703,Active,,,https://www.redfin.com/IL/Chicago/474-N-Lake-Shore-Dr-60611/unit-3010/home/12620156,MRED as Distributed by MLS Grid,11946210,N,Y,41.8908367,-87.6145904
MLS Listing,,Single Family Residential,1246 N State Pkwy,Chicago,IL,60610,2250000,6,4.5,CHI - Near North Side,4140,2860,1880,1,543,,Active,,,https://www.redfin.com/IL/Chicago/1246-N-State-Pkwy-60610/home/14111620,MRED as Distributed by MLS Grid,11883101,N,Y,41.9053481,-87.628991
MLS Listing,,Condo/Co-op,2007 W Evergreen Ave Unit 1F,Chicago,IL,60622,600000,3,3.0,CHI - West Town,1550,,1996,1,387,259,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2007-W-Evergreen-Ave-60622/unit-1F/home/189497978,MRED as Distributed by MLS Grid,11963010,N,Y,41.9057601,-87.677703
MLS Listing,,Condo/Co-op,4250 N Marine Dr #2902,Chicago,IL,60613,340000,3,2.0,Imperial Towers,1678,,1964,1,203,1236,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/unit-2902/home/13395726,MRED as Distributed by MLS Grid,11909442,N,Y,41.9598845,-87.647122
MLS Listing,,Multi-Family (2-4 Unit),1303 S Christiana Ave,Chicago,IL,60623,489000,9,3.0,CHI - North Lawndale,,3125,1913,1,,,Active,,,https://www.redfin.com/IL/Chicago/1303-S-Christiana-Ave-60623/home/18953716,MRED as Distributed by MLS Grid,11966052,N,Y,41.8643377,-87.7090412
MLS Listing,,Condo/Co-op,1600 S Prairie Ave #801,Chicago,IL,60616,440000,2,2.0,CHI - Near South Side,1384,,2006,1,318,975,Active,,,https://www.redfin.com/IL/Chicago/1600-S-Prairie-Ave-60616/unit-801/home/45512765,MRED as Distributed by MLS Grid,11952227,N,Y,41.8598187,-87.6210368
MLS Listing,,Condo/Co-op,4250 N Marine Dr Unit 2902-2904,Chicago,IL,60613,450000,3,3.0,Imperial Towers,2323,,1964,1,194,1702,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/home/181091369,MRED as Distributed by MLS Grid,11909766,N,Y,41.9598845,-87.647122
MLS Listing,,Vacant Land,7108 S Greenwood Ave,Chicago,IL,60619,75000,,,CHI - Greater Grand Crossing,,3125,,1,,,Active,,,https://www.redfin.com/IL/Chicago/7108-S-Greenwood-Ave-60619/home/21875720,MRED as Distributed by MLS Grid,11965101,N,Y,41.7656115,-87.5986225
MLS Listing,,Condo/Co-op,401 N Wabash Ave #1824,Chicago,IL,60611,275000,0,1.0,Trump Tower Chicago,604,,2008,1,455,2252,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-1824/home/146072304,MRED as Distributed by MLS Grid,11965318,N,Y,41.8888012,-87.6263094
MLS Listing,,Parking,3901 N Sheridan Blvd Unit P3,Chicago,IL,60613,,,,CHI - Lake View,,162,,1,,,Active,,,https://www.redfin.com/IL/Chicago/3901-N-Sheridan-Rd-60613/unit-P3/home/189497563,MRED as Distributed by MLS Grid,11963510,N,Y,41.952931,-87.654067
MLS Listing,,Single Family Residential,1856 N Mohawk St,Chicago,IL,60614,6900000,5,5.0,CHI - Lincoln Park,8700,5562,,1,793,,Active,,,https://www.redfin.com/IL/Chicago/1856-N-Mohawk-St-60614/home/13346376,MRED as Distributed by MLS Grid,11966017,N,Y,41.916274,-87.6427269
MLS Listing,,Multi-Family (2-4 Unit),10914 S Vernon Ave,Chicago,IL,60628,44900,6,2.0,CHI - Roseland,,3125,1924,1,,,Active,,,https://www.redfin.com/IL/Chicago/10914-S-Vernon-Ave-60628/home/13078295,MRED as Distributed by MLS Grid,11966036,N,Y,41.6958572,-87.6125247
MLS Listing,,Condo/Co-op,2311 W Wabansia Ave #3,Chicago,IL,60647,562500,2,2.0,CHI - West Town,,,2004,1,,213,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/2311-W-Wabansia-Ave-60647/unit-3/home/12659368,MRED as Distributed by MLS Grid,11965971,N,Y,41.9123483,-87.6853325
MLS Listing,,Single Family Residential,915 S Oakley Blvd,Chicago,IL,60612,699000,5,4.0,Tri-Taylor,2300,2000,,1,304,,Active,,,https://www.redfin.com/IL/Chicago/915-S-Oakley-Blvd-60612/home/187738694,MRED as Distributed by MLS Grid,11966029,N,Y,41.8698196,-87.6833996
MLS Listing,,Townhouse,309 E 17th St,Chicago,IL,60616,745000,3,3.5,CHI - Near South Side,,680,2007,1,,350,Active,January-28-2024 12:00 PM,January-28-2024 02:00 PM,https://www.redfin.com/IL/Chicago/309-E-17th-St-60616/home/21836597,MRED as Distributed by MLS Grid,11954245,N,Y,41.8587801,-87.6202906
MLS Listing,,Condo/Co-op,340 W Superior St #804,Chicago,IL,60654,550000,2,2.0,CHI - Near North Side,1530,,2002,1,359,1255,Active,January-28-2024 12:00 PM,January-28-2024 01:30 PM,https://www.redfin.com/IL/Chicago/340-W-Superior-St-60654/unit-804/home/12680969,MRED as Distributed by MLS Grid,11965057,N,Y,41.8957828,-87.6377203
MLS Listing,,Single Family Residential,9331 S Racine Ave,Chicago,IL,60620,165000,5,3.0,CHI - Washington Heights,3000,3750,1928,1,55,,Active,,,https://www.redfin.com/IL/Chicago/9331-S-Racine-Ave-60620/home/13103091,MRED as Distributed by MLS Grid,11965181,N,Y,41.7240361,-87.6527596
MLS Listing,,Condo/Co-op,1122 W Catalpa Ave #710,Chicago,IL,60640,330000,2,2.0,Catalpa Gardens,,,2007,1,,853,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/1122-W-Catalpa-Ave-60640/unit-710/home/40376482,MRED as Distributed by MLS Grid,11965970,N,Y,41.9819222,-87.6591061
MLS Listing,,Single Family Residential,6417 S Drexel Ave,Chicago,IL,60637,779500,5,3.5,CHI - Woodlawn,3600,3125,2023,1,217,,Active,,,https://www.redfin.com/IL/Chicago/6417-S-Drexel-Ave-60637/home/22909878,MRED as Distributed by MLS Grid,11965983,N,Y,41.778067,-87.602475
MLS Listing,,Single Family Residential,8028 S Muskegon Ave,Chicago,IL,60617,179000,4,1.5,CHI - South Chicago,1350,3100,1893,1,133,,Active,,,https://www.redfin.com/IL/Chicago/8028-S-Muskegon-Ave-60617/home/13214418,MRED as Distributed by MLS Grid,11965974,N,Y,41.7491849,-87.5555594
MLS Listing,,Condo/Co-op,451 W Huron St #1108,Chicago,IL,60654,475000,2,2.0,CHI - Near North Side,1259,,2006,1,377,717,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/451-W-Huron-St-60654/unit-1108/home/26794322,MRED as Distributed by MLS Grid,11965851,N,Y,41.894482,-87.6404072
MLS Listing,,Multi-Family (2-4 Unit),1516 S Kildare Ave,Chicago,IL,60623,385000,9,3.0,CHI - North Lawndale,,4050,1918,1,,,Active,,,https://www.redfin.com/IL/Chicago/1516-S-Kildare-Ave-60623/home/13236304,MRED as Distributed by MLS Grid,11965360,N,Y,41.8600503,-87.7325657
MLS Listing,,Multi-Family (2-4 Unit),7145 S Union Ave,Chicago,IL,60621,165000,6,2.5,CHI - Englewood,,6250,1895,2,,,Active,,,https://www.redfin.com/IL/Chicago/7145-S-Union-Ave-60621/home/13917065,MRED as Distributed by MLS Grid,11965958,N,Y,41.7638969,-87.6411745
MLS Listing,,Multi-Family (5+ Unit),5865 N Magnolia Ave,Chicago,IL,60660,1100000,10,6.0,CHI - Edgewater,5400,5400,1914,2,204,,Active,,,https://www.redfin.com/IL/Chicago/5865-N-Magnolia-Ave-60660/home/186314551,MRED as Distributed by MLS Grid,11965894,N,Y,41.9887907,-87.6610992
MLS Listing,,Vacant Land,3841 W 56th St,Chicago,IL,60629,75000,,,CHI - West Elsdon,,3125,,2,,,Active,,,https://www.redfin.com/IL/Chicago/3841-W-56th-St-60629/home/148047695,MRED as Distributed by MLS Grid,11965960,N,Y,41.7911874,-87.7199031
MLS Listing,,Single Family Residential,727 E 87th Pl,Chicago,IL,60619,179000,3,2.0,CHI - Chatham,752,3750,1953,2,238,,Active,,,https://www.redfin.com/IL/Chicago/727-E-87th-Pl-60619/home/13112233,MRED as Distributed by MLS Grid,11965372,N,Y,41.7355443,-87.6061599
MLS Listing,,Condo/Co-op,401 E Ontario St #1609,Chicago,IL,60611,449000,2,2.0,CHI - Near North Side,1200,,1990,2,374,1131,Active,January-28-2024 11:00 AM,January-28-2024 01:00 PM,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-1609/home/12765973,MRED as Distributed by MLS Grid,11965910,N,Y,41.893211,-87.616401
MLS Listing,,Condo/Co-op,4920 N Marine Dr Unit S304,Chicago,IL,60640,145000,1,1.0,CHI - Uptown,700,,1950,2,207,681,Active,,,https://www.redfin.com/IL/Chicago/4920-N-Marine-Dr-60640/unit-S304/home/12727591,MRED as Distributed by MLS Grid,11965921,N,Y,41.9722763,-87.6512728
MLS Listing,,Condo/Co-op,1000 W Adams St #723,Chicago,IL,60607,369900,1,1.0,CHI - Near West Side,833,,2001,2,444,498,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/1000-W-Adams-St-60607/unit-723/home/12713150,MRED as Distributed by MLS Grid,11959761,N,Y,41.8794755,-87.6523076
MLS Listing,,Single Family Residential,8108 S Wolcott Ave,Chicago,IL,60620,150000,3,2.0,CHI - Auburn Gresham,4464,4464,1926,2,34,,Active,,,https://www.redfin.com/IL/Chicago/8108-S-Wolcott-Ave-60620/home/189492001,MRED as Distributed by MLS Grid,11965860,N,Y,41.7462824,-87.6709227
MLS Listing,,Single Family Residential,4943 N New England Ave,Chicago,IL,60656,409900,4,2.0,CHI - Norwood Park,2000,5000,1961,2,205,,Active,,,https://www.redfin.com/IL/Chicago/4943-N-New-England-Ave-60656/home/13505152,MRED as Distributed by MLS Grid,11965830,N,Y,41.9714157,-87.7985613
MLS Listing,,Multi-Family (2-4 Unit),5947 W Iowa St,Chicago,IL,60651,564999,8,4.5,CHI - Austin,,4356,1900,2,,,Active,,,https://www.redfin.com/IL/Chicago/5947-W-Iowa-St-60651/home/13274101,MRED as Distributed by MLS Grid,11965930,N,Y,41.8963183,-87.7742192
MLS Listing,,Condo/Co-op,435 W Erie St #901,Chicago,IL,60654,485000,2,2.5,CHI - Near North Side,,,1998,2,,849,Active,,,https://www.redfin.com/IL/Chicago/435-W-Erie-St-60654/unit-901/home/183838500,MRED as Distributed by MLS Grid,11965907,N,Y,41.893798,-87.640107
MLS Listing,,Multi-Family (2-4 Unit),5245 W Montrose Ave,Chicago,IL,60641,759000,8,4.0,CHI - Portage Park,,4125,1920,2,,,Active,,,https://www.redfin.com/IL/Chicago/5245-W-Montrose-Ave-60641/home/188647721,MRED as Distributed by MLS Grid,11965904,N,Y,41.9603593,-87.7591697
MLS Listing,,Condo/Co-op,4624 N Commons Dr #406,Chicago,IL,60656,94500,0,1.0,Pueblo Commons,500,,1975,2,189,179,Active,,,https://www.redfin.com/IL/Chicago/4624-N-Commons-Dr-60656/unit-406/home/13552440,MRED as Distributed by MLS Grid,11965896,N,Y,41.9644219,-87.8381045
MLS Listing,,Condo/Co-op,4722 S Greenwood Ave Unit 3W,Chicago,IL,60615,293999,3,2.0,CHI - Kenwood,2000,,1915,2,147,685,Active,,,https://www.redfin.com/IL/Chicago/4722-S-Greenwood-Ave-60615/unit-3W/home/13950681,MRED as Distributed by MLS Grid,11965889,N,Y,41.8088531,-87.5998892
MLS Listing,,Single Family Residential,444 E 88th St,Chicago,IL,60619,339000,4,3.0,CHI - Chatham,2000,,1925,2,170,,Active,,,https://www.redfin.com/IL/Chicago/444-E-88th-St-60619/home/13111530,MRED as Distributed by MLS Grid,11965884,N,Y,41.734902,-87.612679
MLS Listing,,Multi-Family (2-4 Unit),3836 W Gladys Ave,Chicago,IL,60624,309999,8,2.0,CHI - West Garfield Park,,3938,1903,2,,,Active,,,https://www.redfin.com/IL/Chicago/3836-W-Gladys-Ave-60624/home/13258542,MRED as Distributed by MLS Grid,11965764,N,Y,41.8764771,-87.7222222
MLS Listing,,Vacant Land,6321 S Ingleside Ave,Chicago,IL,60637,199000,,,CHI - Woodlawn,,3049,,2,,,Active,,,https://www.redfin.com/IL/Chicago/6321-S-Ingleside-Ave-60637/home/101675677,MRED as Distributed by MLS Grid,11965868,N,Y,41.7797475,-87.6013558
MLS Listing,,Multi-Family (2-4 Unit),1732 N Campbell Ave,Chicago,IL,60647,575000,7,4.0,CHI - West Town,,3125,,2,,,Active,,,https://www.redfin.com/IL/Chicago/1732-N-Campbell-Ave-60647/home/13416085,MRED as Distributed by MLS Grid,11965567,N,Y,41.9131369,-87.6899881
MLS Listing,,Single Family Residential,6930 S Indiana Ave,Chicago,IL,60637,219999,4,2.0,CHI - Greater Grand Crossing,1800,4800,1918,2,122,,Active,,,https://www.redfin.com/IL/Chicago/6930-S-Indiana-Ave-60637/home/13930136,MRED as Distributed by MLS Grid,11965842,N,Y,41.7682989,-87.6204782
MLS Listing,,Single Family Residential,8030 S Muskegon Ave,Chicago,IL,60617,189000,5,2.0,CHI - South Chicago,,3125,1923,2,,,Active,,,https://www.redfin.com/IL/Chicago/8030-S-Muskegon-Ave-60617/home/13214144,MRED as Distributed by MLS Grid,11965824,N,Y,41.7491106,-87.5555688
MLS Listing,,Single Family Residential,11551 S La Salle St,Chicago,IL,60628,259900,6,2.0,CHI - West Pullman,2339,7500,1888,2,111,,Active,,,https://www.redfin.com/IL/Chicago/11551-S-La-Salle-St-60628/home/186286091,MRED as Distributed by MLS Grid,11965829,N,Y,41.6838064,-87.6261771
MLS Listing,,Condo/Co-op,2042 N Winchester Ave Unit 1W,Chicago,IL,60614,259999,1,1.0,CHI - Logan Square,700,,1896,2,371,140,Active,,,https://www.redfin.com/IL/Chicago/2042-N-Winchester-Ave-60614/unit-1W/home/12596669,MRED as Distributed by MLS Grid,11965820,N,Y,41.919022,-87.6766873
MLS Listing,,Condo/Co-op,1857 N Sawyer Ave Unit A,Chicago,IL,60647,635000,3,2.0,CHI - Logan Square,1900,5000,2010,2,334,,Active,January-27-2024 11:00 AM,January-27-2024 12:30 PM,https://www.redfin.com/IL/Chicago/1857-N-Sawyer-Ave-60647/unit-A/home/144958676,MRED as Distributed by MLS Grid,11965813,N,Y,41.9154085,-87.7083214
MLS Listing,,Condo/Co-op,401 E Ontario St #1104,Chicago,IL,60611,329000,1,1.0,CHI - Near North Side,800,,1990,2,411,684,Active,January-28-2024 11:00 AM,January-28-2024 01:00 PM,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-1104/home/12764794,MRED as Distributed by MLS Grid,11965580,N,Y,41.893211,-87.616401
MLS Listing,,Condo/Co-op,4250 N Marine Dr #630,Chicago,IL,60613,149999,1,1.0,CHI - Uptown,,,1964,2,,704,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/unit-630/home/13395947,MRED as Distributed by MLS Grid,11965792,N,Y,41.9598845,-87.647122
MLS Listing,,Single Family Residential,9137 S Halsted St,Chicago,IL,60620,215000,4,2.0,CHI - Washington Heights,988,3125,1962,2,218,,Active,January-27-2024 02:00 PM,January-27-2024 04:00 PM,https://www.redfin.com/IL/Chicago/9137-S-Halsted-St-60620/home/13107567,MRED as Distributed by MLS Grid,11965368,N,Y,41.7276824,-87.6430222
MLS Listing,,Multi-Family (2-4 Unit),4837 S Ridgeway Ave,Chicago,IL,60632,279900,4,2.0,CHI - Archer Heights,,7500,1905,2,,,Active,,,https://www.redfin.com/IL/Chicago/4837-S-Ridgeway-Ave-60632/home/14021289,MRED as Distributed by MLS Grid,11965736,N,Y,41.8047678,-87.71705
MLS Listing,,Single Family Residential,8758 S Cornell Ave,Chicago,IL,60617,319000,3,2.5,CHI - Calumet Heights,1378,3364,1959,2,231,,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/8758-S-Cornell-Ave-60617/home/13118328,MRED as Distributed by MLS Grid,11965247,N,Y,41.7352442,-87.5843201
